群,デバイス,滞在秒数,ページ閲覧数,購入,購入額
C（新コピー）,スマホ,13,1,0,0
C（新コピー）,PC,52,4,0,0
C（新コピー）,タブレット,69,5,0,0
C（新コピー）,スマホ,77,6,0,0
C（新コピー）,スマホ,44,3,0,0
C（新コピー）,スマホ,48,3,0,0
C（新コピー）,PC,50,6,0,0
C（新コピー）,スマホ,50,4,0,0
C（新コピー）,スマホ,29,2,0,0
C（新コピー）,PC,35,4,0,0
C（新コピー）,スマホ,84,6,0,0
C（新コピー）,スマホ,30,4,0,0
C（新コピー）,PC,11,1,0,0
C（新コピー）,スマホ,46,5,0,0
C（新コピー）,スマホ,41,6,0,0
C（新コピー）,スマホ,43,5,0,0
C（新コピー）,スマホ,48,4,0,0
C（新コピー）,スマホ,70,4,0,0
C（新コピー）,PC,48,3,1,4370
C（新コピー）,PC,99,8,0,0
C（新コピー）,スマホ,47,4,0,0
C（新コピー）,PC,87,5,1,3950
C（新コピー）,PC,24,3,0,0
C（新コピー）,PC,31,1,0,0
C（新コピー）,スマホ,36,1,0,0
C（新コピー）,スマホ,9,3,0,0
C（新コピー）,スマホ,39,5,0,0
C（新コピー）,スマホ,59,5,0,0
C（新コピー）,PC,44,5,0,0
C（新コピー）,スマホ,46,7,0,0
C（新コピー）,PC,63,4,0,0
C（新コピー）,タブレット,57,5,0,0
C（新コピー）,スマホ,20,2,0,0
C（新コピー）,スマホ,49,4,0,0
C（新コピー）,スマホ,29,4,1,4380
C（新コピー）,スマホ,13,3,0,0
C（新コピー）,スマホ,61,6,0,0
C（新コピー）,スマホ,58,4,0,0
C（新コピー）,PC,41,5,0,0
C（新コピー）,スマホ,25,3,0,0
C（新コピー）,PC,50,3,0,0
C（新コピー）,スマホ,79,5,1,6360
C（新コピー）,スマホ,43,3,0,0
C（新コピー）,PC,17,4,0,0
C（新コピー）,スマホ,26,4,0,0
C（新コピー）,スマホ,20,2,1,2810
C（新コピー）,スマホ,21,3,0,0
C（新コピー）,PC,60,5,0,0
C（新コピー）,スマホ,41,2,0,0
C（新コピー）,タブレット,31,4,0,0
C（新コピー）,PC,29,4,0,0
C（新コピー）,スマホ,30,5,1,4990
C（新コピー）,スマホ,67,4,0,0
C（新コピー）,タブレット,49,3,0,0
C（新コピー）,PC,51,4,0,0
C（新コピー）,スマホ,72,4,0,0
C（新コピー）,スマホ,64,6,0,0
C（新コピー）,スマホ,40,5,1,6400
C（新コピー）,スマホ,59,5,0,0
C（新コピー）,スマホ,55,5,0,0
C（新コピー）,PC,99,10,0,0
C（新コピー）,スマホ,5,2,0,0
C（新コピー）,PC,42,3,0,0
C（新コピー）,スマホ,40,4,0,0
C（新コピー）,PC,45,7,0,0
C（新コピー）,PC,40,1,0,0
C（新コピー）,スマホ,30,4,0,0
C（新コピー）,スマホ,40,3,0,0
C（新コピー）,スマホ,51,5,0,0
C（新コピー）,PC,58,4,0,0
C（新コピー）,スマホ,5,2,0,0
C（新コピー）,PC,35,5,0,0
C（新コピー）,スマホ,23,3,0,0
C（新コピー）,スマホ,28,3,0,0
C（新コピー）,PC,20,3,0,0
C（新コピー）,スマホ,55,5,0,0
C（新コピー）,PC,21,4,1,8110
C（新コピー）,スマホ,54,3,0,0
C（新コピー）,スマホ,52,5,0,0
C（新コピー）,スマホ,38,4,0,0
C（新コピー）,スマホ,18,3,0,0
C（新コピー）,PC,83,9,0,0
C（新コピー）,PC,17,2,0,0
C（新コピー）,スマホ,25,2,1,5500
C（新コピー）,PC,36,4,0,0
C（新コピー）,PC,77,7,0,0
C（新コピー）,タブレット,78,5,0,0
C（新コピー）,スマホ,69,6,0,0
C（新コピー）,スマホ,34,2,0,0
C（新コピー）,スマホ,20,3,0,0
C（新コピー）,PC,90,7,0,0
C（新コピー）,スマホ,5,1,1,6620
C（新コピー）,PC,5,3,0,0
C（新コピー）,スマホ,79,6,0,0
C（新コピー）,PC,110,9,0,0
C（新コピー）,スマホ,27,2,0,0
C（新コピー）,PC,73,5,0,0
C（新コピー）,スマホ,56,6,0,0
C（新コピー）,スマホ,25,3,0,0
C（新コピー）,スマホ,46,6,0,0
C（新コピー）,PC,54,5,1,5610
C（新コピー）,PC,70,5,0,0
C（新コピー）,スマホ,48,5,0,0
C（新コピー）,PC,52,5,0,0
C（新コピー）,スマホ,24,1,0,0
C（新コピー）,スマホ,64,5,0,0
C（新コピー）,タブレット,29,3,0,0
C（新コピー）,スマホ,18,2,0,0
C（新コピー）,PC,30,4,0,0
C（新コピー）,PC,57,6,0,0
C（新コピー）,スマホ,45,4,0,0
C（新コピー）,PC,30,3,0,0
C（新コピー）,PC,65,4,0,0
C（新コピー）,PC,70,6,0,0
C（新コピー）,PC,16,4,0,0
C（新コピー）,PC,82,5,0,0
C（新コピー）,スマホ,25,3,0,0
C（新コピー）,スマホ,81,6,0,0
C（新コピー）,スマホ,66,6,0,0
